OTUID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Domain,Phylum,Class,Order,Family,Genus,Species
OUT_483,2,3,0,2,2,1,1,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,uncultured bacterium
OUT_484,1,0,0,2,4,1,2,0,0,4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,uncultured Luteibacter sp.
OUT_485,4,1,0,0,0,1,5,0,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,uncultured bacterium
OUT_486,0,1,0,7,0,0,3,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured organism
OUT_487,1,0,2,0,3,0,0,0,4,4,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_488,0,1,2,0,2,0,1,2,5,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,uncultured Nitrobacter sp.
OUT_489,2,1,0,7,2,0,0,0,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_490,0,0,0,0,4,4,3,1,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured bacterium
OUT_491,0,0,4,0,0,0,0,0,7,3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_492,3,0,2,0,1,3,1,2,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_493,1,0,2,1,0,3,2,0,4,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured bacterium
OUT_494,0,2,1,1,1,3,3,1,2,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,uncultured bacterium
OUT_495,1,2,3,1,0,2,1,0,2,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OUT_496,0,2,0,0,2,2,3,1,1,3,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured Aeromicrobium sp.
OUT_497,1,0,1,1,1,1,4,4,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CNQ-085_SD01
OUT_498,3,0,1,1,5,1,1,2,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,uncultured bacterium
OUT_499,2,0,0,4,2,0,1,2,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. M71_S33
OUT_500,7,1,2,0,2,1,1,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,uncultured bacterium
OUT_501,0,0,0,1,1,2,1,1,2,6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_502,2,2,0,1,4,0,1,1,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,uncultured bacterium
OUT_503,2,2,6,0,0,0,1,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_504,0,0,6,0,0,0,0,1,5,2,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium
OUT_505,5,0,0,3,0,0,4,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus fusiformis
OUT_506,3,2,0,0,2,0,5,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,uncultured Firmicutes bacterium
OUT_507,3,3,0,1,1,1,2,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,uncultured bacterium
OUT_508,5,0,1,0,2,1,0,0,1,3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,uncultured bacterium
OUT_509,1,1,1,3,1,0,1,5,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_510,1,0,0,1,2,6,1,1,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. X6
OUT_511,1,1,1,5,1,0,1,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Bacillus sp. DB78(2010)
OUT_512,1,1,1,2,4,2,0,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_513,0,1,0,0,5,2,1,0,1,3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_514,0,1,0,1,2,1,0,4,2,2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_515,3,1,3,0,1,2,2,0,1,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes deccanensis
OUT_516,0,0,0,3,1,0,1,2,3,3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,Pontibacter sp. LX8
OUT_517,2,1,1,1,3,1,2,0,0,2,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
OUT_518,3,2,0,0,1,3,2,1,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,uncultured bacterium
OUT_519,2,1,0,2,2,2,1,3,0,0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp.
OUT_520,1,1,0,1,3,2,1,0,3,1,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,uncultured bacterium
OUT_521,2,4,0,0,0,1,2,0,3,1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,bacterium PG
OUT_522,0,2,1,5,1,1,0,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1MBB1
OUT_523,1,3,2,0,0,1,3,2,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. SRAUA1
OUT_524,1,1,0,0,1,1,8,0,0,1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lannensis
OUT_525,2,0,1,2,1,2,3,1,0,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Nannocystis exedens
OUT_526,1,0,0,9,0,0,3,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 4349
OUT_527,0,1,0,0,3,3,6,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium lindaniclasticum LE124
OUT_528,2,1,0,0,1,3,1,0,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_529,1,2,1,1,0,1,2,1,1,3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
OUT_530,1,0,3,0,1,4,1,1,2,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium daejeonense
OUT_531,1,0,1,2,1,1,1,1,2,3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_532,2,0,1,5,0,0,1,1,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus sp. R1-104-1
OUT_533,0,1,6,0,1,0,1,2,2,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. D-1
OUT_534,0,2,0,1,1,0,1,3,2,3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_535,0,3,7,0,0,1,1,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,uncultured bacterium
OUT_536,0,2,2,2,0,1,1,2,1,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. DF14
OUT_537,0,2,3,0,3,1,0,2,2,0,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida,Thermobifida alba
OUT_538,3,5,0,0,2,0,1,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,uncultured Modicisalibacter sp.
OUT_539,0,0,12,0,0,1,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,uncultured bacterium
OUT_540,2,1,2,0,1,0,0,3,1,3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OUT_541,3,2,0,1,1,0,0,2,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured bacterium
OUT_542,3,2,0,1,1,0,2,2,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OUT_543,1,1,1,0,1,1,1,3,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
OUT_544,2,2,0,1,1,2,0,2,2,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured Bacteroidetes bacterium
OUT_545,1,0,1,0,1,3,1,2,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp. THG-DN6.2
OUT_546,0,3,0,0,1,4,2,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_547,1,0,2,0,3,2,1,1,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Kaistobacter sp. V3M19
OUT_548,1,1,0,1,1,0,2,0,2,4,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces xishensis
OUT_549,0,3,0,0,0,5,3,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured Aquicella sp.
OUT_550,2,3,0,0,1,1,1,2,0,2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_551,0,1,3,1,1,2,0,0,2,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
OUT_552,0,0,6,0,3,0,1,0,1,1,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces harbinensis
OUT_553,1,1,0,3,2,0,4,0,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_554,1,0,1,1,0,1,2,4,2,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12,uncultured soil bacterium
OUT_555,4,0,0,0,2,1,0,0,1,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,uncultured bacterium
OUT_556,1,1,2,1,0,2,4,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium
OUT_557,2,2,1,1,2,0,2,0,0,2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,uncultured bacterium
OUT_558,3,0,1,4,0,2,2,0,0,0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonadetes bacterium
OUT_559,2,1,0,0,4,0,0,3,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
OUT_560,0,0,1,1,1,0,0,0,5,4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,uncultured bacterium
OUT_561,1,1,1,0,3,2,2,1,1,0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,uncultured bacterium
OUT_562,1,0,2,1,0,0,1,1,2,4,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured bacterium
OUT_563,3,0,1,0,0,1,4,1,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_564,1,0,1,0,2,3,1,0,1,3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
OUT_565,0,3,0,0,0,1,8,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces jumonjinensis
OUT_566,1,1,0,1,1,0,3,5,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,uncultured soil bacterium
OUT_567,1,0,0,6,0,0,0,5,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. LnR5-44
OUT_568,0,0,0,1,2,3,0,0,4,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus halodurans
OUT_569,0,1,0,1,1,5,1,0,1,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Flavobacterium sp.
OUT_570,3,0,0,0,1,2,3,0,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacterium sp. KNUC240
OUT_571,0,1,2,1,0,1,1,4,0,2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OUT_572,1,3,1,0,2,1,1,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_573,1,1,2,1,0,2,2,0,1,2,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,uncultured bacterium
OUT_574,0,3,0,1,3,0,0,0,0,5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-17212
OUT_575,1,4,2,0,1,1,0,1,2,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,uncultured bacterium
OUT_576,1,0,0,5,2,1,1,1,1,0,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,Microbispora sp. CRCB7
OUT_577,0,3,1,3,2,0,0,1,2,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus alkalilacustris
OUT_578,1,3,0,0,2,1,2,0,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_579,1,3,0,0,0,5,1,2,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Altererythrobacter sp. kmb64
OUT_580,0,0,2,0,2,2,2,0,2,2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,uncultured bacterium
OUT_581,1,1,1,0,0,1,2,5,1,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,Isoptericola variabilis
OUT_582,0,0,1,0,2,1,0,2,4,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. E11
OUT_583,0,3,2,0,0,4,2,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas marincola
OUT_584,2,1,0,4,1,0,1,0,2,1,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,uncultured bacterium
OUT_585,0,1,2,1,1,0,0,3,2,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
OUT_586,2,2,1,0,0,1,2,0,0,3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured Steroidobacter sp.
OUT_587,0,1,2,0,1,3,1,2,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
OUT_588,2,2,0,0,1,1,1,0,4,0,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
OUT_589,0,0,1,0,4,2,2,0,2,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes arizonaensis
OUT_590,1,0,1,1,0,0,0,7,0,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,uncultured bacterium
OUT_591,1,0,1,3,1,2,0,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured bacterium
OUT_592,2,2,3,0,0,0,0,0,3,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
OUT_593,2,0,0,5,3,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured soil bacterium
OUT_594,1,0,1,1,1,0,2,1,3,1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,agricultural soil bacterium SC-I-81
OUT_595,0,0,1,1,2,0,3,1,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
OUT_596,0,0,0,6,0,0,1,3,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Inquilinus limosus DSM 16000
OUT_597,0,0,1,1,2,1,4,2,0,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Amycolatopsis sp. 07-Be-008
OUT_598,0,0,0,8,0,0,2,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. L1B15
OUT_599,0,1,2,0,0,0,3,1,3,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured bacterium
OUT_600,1,1,0,0,2,2,2,0,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. RAI6
OUT_601,3,1,0,1,3,1,1,0,0,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,uncultured Bacteroidetes bacterium
OUT_602,1,0,0,0,1,1,5,2,1,0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis ultiminotia
OUT_603,2,1,0,1,1,1,1,1,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_604,1,0,2,2,1,0,0,1,2,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,[Bacillus] vedderi
OUT_605,0,1,1,2,2,0,4,1,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. 44
OUT_606,2,2,0,0,1,2,2,0,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,uncultured Skermanella sp.
OUT_607,1,1,1,3,3,0,1,1,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. LS26
OUT_608,1,0,0,0,3,1,0,3,1,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_609,2,3,1,1,0,2,1,1,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium
OUT_610,1,0,0,0,0,2,1,1,4,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_611,0,1,0,1,3,0,2,0,3,1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,uncultured bacterium
OUT_612,0,3,1,1,1,0,2,0,0,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured bacterium
OUT_613,1,0,0,1,1,2,2,1,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured Firmicutes bacterium
OUT_614,1,0,0,0,0,1,7,1,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_615,1,0,1,3,2,0,2,1,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter spongiicola
OUT_616,2,1,3,1,2,1,0,1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax dokdonensis
OUT_617,11,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. 3MIIa
OUT_618,0,1,1,1,1,0,1,3,1,2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,uncultured bacterium
OUT_619,0,1,0,1,2,1,3,1,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus sp. EM31
OUT_620,1,3,0,3,1,0,0,0,0,3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured bacterium
OUT_621,3,1,1,0,3,0,1,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium
OUT_622,0,1,0,1,3,0,4,0,1,1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. T79
OUT_623,0,3,0,3,0,0,0,2,0,3,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus Ueda107
OUT_624,1,2,1,0,1,1,2,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus sp. MY11,Virgibacillus sp. MY11
OUT_625,5,1,0,0,3,0,0,1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,uncultured bacterium
OUT_626,0,4,0,1,0,1,1,2,1,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_627,2,0,0,2,1,3,1,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Flavobacterium columnare
OUT_628,3,0,2,2,0,0,1,1,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter,uncultured bacterium
OUT_629,2,2,3,1,0,1,0,0,0,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,uncultured bacterium
OUT_630,0,2,0,0,0,2,3,0,3,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium
OUT_631,0,1,0,0,0,3,3,1,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
OUT_632,1,2,1,1,0,1,2,2,0,0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OUT_633,0,1,0,0,1,0,0,2,2,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
OUT_634,0,2,0,0,0,6,1,0,0,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,uncultured beta proteobacterium
OUT_635,0,1,0,0,2,1,3,0,2,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured bacterium
OUT_636,1,1,0,4,0,0,0,3,1,0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonas sp.
OUT_637,0,2,0,0,2,0,1,4,0,1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured bacterium
OUT_638,1,3,0,0,1,0,1,2,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured alpha proteobacterium
OUT_639,1,1,0,2,1,1,2,0,0,2,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Actinoallomurus sp. ACT-0150
OUT_640,0,0,2,0,1,2,0,1,3,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,glacier bacterium FJS5
OUT_641,0,0,2,1,1,1,2,0,3,0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. BY351
OUT_642,0,0,0,3,3,1,0,3,0,0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,uncultured bacterium
OUT_643,0,1,0,0,2,3,2,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,uncultured bacterium
OUT_644,2,0,0,4,2,0,0,1,1,0,Bacteria,Acidobacteria,Acidobacteria,Subgroup 3,Unknown Family,Bryobacter,uncultured bacterium
